chat_row,text_message,cleaned_text,workout_related_words,diet_related_words
655,Today was the negative day for my bodyweight exercises. I feel so hate about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'bodyweight', 'exercises', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,0
656,I amazing my motivation session today! It really made a difference in my cycling!,"['i', 'amazing', 'my', 'motivation', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'cycling', '!']",2,0
657,I fantastic my meal prep session today!,"['i', 'fantastic', 'my', 'meal', 'prep', 'session', 'today', '!']",0,0
658,I good my weight loss session today! It really made a difference in my cycling!,"['i', 'good', 'my', 'weight', 'loss', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'cycling', '!']",1,0
659,Today was the horrible day for my calories. I feel so hate about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'calories', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,1
660,I good my detox session today!,"['i', 'good', 'my', 'detox', 'session', 'today', '!']",0,1
661,Today was the poor day for my proteins. I feel so negative about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'proteins', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,1
662,Today was the hate day for my recovery. I feel so poor about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'recovery', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",1,0
663,Today was the worst day for my running. I feel so horrible about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'running', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
664,I happy my nutrition session today! It really made a difference in my pilates!,"['i', 'happy', 'my', 'nutrition', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'pilates', '!']",1,1
665,Today was the sad day for my food pyramid. I feel so hate about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'food', 'pyramid', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,0
666,I great my whole foods session today! It really made a difference in my flexibility!,"['i', 'great', 'my', 'whole', 'foods', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'flexibility', '!']",1,0
667,I positive my bodyweight exercises session today!,"['i', 'positive', 'my', 'bodyweight', 'exercises', 'session', 'today', '!']",0,0
668,I positive my fat loss session today! It really made a difference in my core!,"['i', 'positive', 'my', 'fat', 'loss', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'core', '!']",1,0
669,I good my vitamins session today!,"['i', 'good', 'my', 'vitamins', 'session', 'today', '!']",0,1
670,Today was the hate day for my weightlifting. I feel so hate about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'weightlifting', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
671,Today was the worst day for my calorie surplus. I feel so disappointing about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'calorie', 'surplus', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,0
672,I amazing my clean eating session today!,"['i', 'amazing', 'my', 'clean', 'eating', 'session', 'today', '!']",0,0
673,I amazing my core session today!,"['i', 'amazing', 'my', 'core', 'session', 'today', '!']",1,0
674,Today was the worst day for my keto. I feel so poor about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'keto', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
675,Today was the worst day for my portion sizes. I feel so worst about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'portion', 'sizes', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,0
676,Today was the worst day for my cardio. I feel so poor about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'cardio', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",1,0
677,Today was the negative day for my gym. I feel so bad about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'gym', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
678,Today was the negative day for my calorie deficit. I feel so poor about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'calorie', 'deficit', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,0
679,Today was the bad day for my balanced diet. I feel so hate about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'balanced', 'diet', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,1
680,Today was the sad day for my deadlift. I feel so bad about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'deadlift', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
681,Today was the bad day for my fiber. I feel so sad about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'fiber', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,1
682,Today was the disappointing day for my resistance training. I feel so hate about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'resistance', 'training', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
683,I good my fiber session today!,"['i', 'good', 'my', 'fiber', 'session', 'today', '!']",0,1
684,Today was the bad day for my low-carb. I feel so hate about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'low-carb', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,1
685,Today was the disappointing day for my weight loss. I feel so bad about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'weight', 'loss', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,0
686,Today was the disappointing day for my gym. I feel so hate about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'gym', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
687,I amazing my recovery session today! It really made a difference in my weight loss!,"['i', 'amazing', 'my', 'recovery', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'weight', 'loss', '!']",1,0
688,I happy my portion sizes session today!,"['i', 'happy', 'my', 'portion', 'sizes', 'session', 'today', '!']",0,0
689,I great my diet session today! It really made a difference in my health!,"['i', 'great', 'my', 'diet', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'health', '!']",1,1
690,Today was the disappointing day for my minerals. I feel so poor about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'minerals', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
691,Today was the horrible day for my dietary restrictions. I feel so worst about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'dietary', 'restrictions', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,0
692,Today was the poor day for my plank. I feel so poor about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'plank', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",1,0
693,Today was the poor day for my nutrient-dense. I feel so negative about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'nutrient-dense', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,1
694,Today was the bad day for my diet. I feel so hate about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'diet', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,1
695,Today was the horrible day for my processed foods. I feel so disappointing about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'processed', 'foods', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,0
696,I excellent my plank session today!,"['i', 'excellent', 'my', 'plank', 'session', 'today', '!']",1,0
697,Today was the poor day for my minerals. I feel so bad about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'minerals', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,1
698,Today was the bad day for my exercise. I feel so horrible about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'exercise', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
699,I excellent my sports session today!,"['i', 'excellent', 'my', 'sports', 'session', 'today', '!']",1,0
700,I happy my sugar-free session today!,"['i', 'happy', 'my', 'sugar-free', 'session', 'today', '!']",0,1
701,I excellent my push-up session today!,"['i', 'excellent', 'my', 'push-up', 'session', 'today', '!']",1,0
702,Today was the bad day for my sports. I feel so horrible about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'sports', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
703,Today was the bad day for my portion sizes. I feel so horrible about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'portion', 'sizes', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,0
704,I excellent my bodyweight exercises session today!,"['i', 'excellent', 'my', 'bodyweight', 'exercises', 'session', 'today', '!']",0,0
705,Today was the sad day for my vegetarian. I feel so poor about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'vegetarian', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
706,Today was the poor day for my muscle. I feel so sad about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'muscle', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
707,I happy my weight loss session today! It really made a difference in my calisthenics!,"['i', 'happy', 'my', 'weight', 'loss', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'calisthenics', '!']",1,0
708,I good my muscle session today! It really made a difference in my plank!,"['i', 'good', 'my', 'muscle', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'plank', '!']",2,0
709,I amazing my yoga session today! It really made a difference in my healthy lifestyle!,"['i', 'amazing', 'my', 'yoga', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'healthy', 'lifestyle', '!']",1,0
710,I excellent my calorie deficit session today! It really made a difference in my fitness!,"['i', 'excellent', 'my', 'calorie', 'deficit', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fitness', '!']",1,0
711,I good my fit session today! It really made a difference in my training!,"['i', 'good', 'my', 'fit', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'training', '!']",2,0
712,I amazing my whole foods session today! It really made a difference in my healthy lifestyle!,"['i', 'amazing', 'my', 'whole', 'foods', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'healthy', 'lifestyle', '!']",0,0
713,I positive my weight loss session today!,"['i', 'positive', 'my', 'weight', 'loss', 'session', 'today', '!']",0,0
714,I positive my gmo-free session today!,"['i', 'positive', 'my', 'gmo-free', 'session', 'today', '!']",0,1
715,I fantastic my deadlift session today! It really made a difference in my burpees!,"['i', 'fantastic', 'my', 'deadlift', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'burpees', '!']",2,0
716,Today was the disappointing day for my calorie deficit. I feel so poor about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'calorie', 'deficit', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,0
717,Today was the horrible day for my minerals. I feel so horrible about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'minerals', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
718,Today was the sad day for my muscle gain. I feel so bad about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'muscle', 'gain', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
719,I amazing my flexibility session today!,"['i', 'amazing', 'my', 'flexibility', 'session', 'today', '!']",1,0
720,I great my stamina session today!,"['i', 'great', 'my', 'stamina', 'session', 'today', '!']",1,0
721,I excellent my weight loss session today!,"['i', 'excellent', 'my', 'weight', 'loss', 'session', 'today', '!']",0,0
722,Today was the horrible day for my weightlifting. I feel so hate about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'weightlifting', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
723,Today was the hate day for my minerals. I feel so poor about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'minerals', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
724,Today was the disappointing day for my muscle. I feel so poor about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'muscle', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",1,0
725,I excellent my calisthenics session today!,"['i', 'excellent', 'my', 'calisthenics', 'session', 'today', '!']",1,0
726,I great my yoga session today! It really made a difference in my healthy lifestyle!,"['i', 'great', 'my', 'yoga', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'healthy', 'lifestyle', '!']",1,0
727,I fantastic my food diary session today! It really made a difference in my stamina!,"['i', 'fantastic', 'my', 'food', 'diary', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'stamina', '!']",1,0
728,Today was the worst day for my high-protein. I feel so negative about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'high-protein', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,1
729,I amazing my yoga session today!,"['i', 'amazing', 'my', 'yoga', 'session', 'today', '!']",1,0
730,I good my superfoods session today! It really made a difference in my workout!,"['i', 'good', 'my', 'superfoods', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'workout', '!']",1,1
731,I happy my plank session today! It really made a difference in my motivation!,"['i', 'happy', 'my', 'plank', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'motivation', '!']",2,0
732,I love my plank session today! It really made a difference in my weight loss!,"['i', 'love', 'my', 'plank', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'weight', 'loss', '!']",1,0
733,I amazing my weight loss session today!,"['i', 'amazing', 'my', 'weight', 'loss', 'session', 'today', '!']",0,0
734,Today was the horrible day for my plank. I feel so poor about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'plank', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",1,0
735,Today was the worst day for my muscle gain. I feel so bad about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'muscle', 'gain', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
736,Today was the worst day for my weightlifting. I feel so bad about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'weightlifting', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
737,Today was the disappointing day for my performance. I feel so poor about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'performance', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",1,0
738,I love my deadlift session today! It really made a difference in my deadlift!,"['i', 'love', 'my', 'deadlift', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'deadlift', '!']",2,0
739,I great my minerals session today! It really made a difference in my strength training!,"['i', 'great', 'my', 'minerals', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'strength', 'training', '!']",2,1
